ProductID,Category,Subcategory,Brand,ProductFeatures,Price (INR),Festivals,Seasons
P575,Home & Kitchen,Microwaves,Sharp,"1.5cu ft Countertop Microwave, 1000W",343,"Onam, Ganesh Chaturthi","Autumn, Winter"
P576,Sports & Outdoors,Fitness,ProForm,"HIIT Trainer, 20 Resistance Levels",827,Christmas,"Summer, Spring"
P577,Groceries,Honey,Wildflower Honey,12oz,584,Navratri,"Monsoon, Winter, Summer"
P578,Toys & Games,Action Figures,Mattel,"Barbie Dreamhouse, 3-Piece Set",535,"Diwali, Raksha Bandhan","Spring, Summer, Monsoon"
P579,Fashion,Wallets,Tommy Hilfiger,"Men's Leather Wallet, Brown",492,Eid,"Monsoon, Spring"
P580,Electronics,Earbuds,Apple,"AirPods Pro, Active Noise Cancellation",36820,"Holi, Navratri, Diwali","Monsoon, Summer"
P581,Electronics,Gaming Chairs,Secretlab,"Omega Gaming Chair, Ergonomic Design",14151,"Ganesh Chaturthi, Holi, Christmas","Summer, Winter"
P582,Books,Romance,Piatkus,"The Rosie Project by Graeme Simsion, Paperback",1292,"Holi, Navratri","Winter, Monsoon, Autumn"
P583,Clothing,Socks,Falke,"Men's Cushioned Running Socks, Size 9-11",848,Diwali,"Summer, Autumn"
P584,Beauty,Eye Cream,Clinique,"All About Eyes, 0.5oz",178,Diwali,"Winter, Autumn, Spring"
P585,Home & Kitchen,Food Storage,OXO,"Good Grips Pop Container Set, 10-Piece",893,Eid,"Monsoon, Winter, Spring"
P586,Sports & Outdoors,Fishing,Shimano,Curado DC Baitcasting Reel,319,"Navratri, Ganesh Chaturthi","Spring, Winter, Summer"
P587,Groceries,Nuts,Blue Diamond,"Almonds, 16oz",518,"Holi, Raksha Bandhan","Monsoon, Summer, Spring"
P588,Toys & Games,Plush Toys,Ty,"Beanie Babies, Pinky the Flamingo",649,"Pongal, Christmas, Diwali","Spring, Autumn"
P589,Fashion,Hats,Fedora,"Men's Straw Fedora, Size M",441,Navratri,"Monsoon, Summer"
P590,Electronics,Tablet Accessories,Logitech,Universal Tablet Stand,2406,"Diwali, Holi, Baisakhi","Monsoon, Winter"
P591,Electronics,VR Headsets,Oculus,"Oculus Quest 2, 128GB",42697,"Diwali, Navratri","Winter, Monsoon"
P592,Books,Self-Help,Penguin,"Atomic Habits by James Clear, Paperback",355,"Ganesh Chaturthi, Raksha Bandhan","Monsoon, Winter, Autumn"
P593,Clothing,Base Layers,Icebreaker,"Merino Wool Base Layer Top, Men's Size L",291,"Ganesh Chaturthi, Diwali, Holi","Autumn, Spring, Monsoon"
P594,Beauty,Body Lotion,Neutrogena,"Body Oil, Fragrance-Free, 16oz",818,Navratri,"Winter, Monsoon, Autumn"
P595,Home & Kitchen,Air Purifiers,Levoit,"Core 300, True HEPA Air Purifier",406,Diwali,"Winter, Autumn"
P596,Sports & Outdoors,Water Bottles,Camelbak,"Chute Mag Water Bottle, 25oz",892,Eid,"Spring, Autumn, Summer"
P597,Groceries,Crackers,Nabisco,"Triscuit, Original, 8.5oz",731,"Diwali, Navratri","Autumn, Winter, Summer"
P598,Toys & Games,Model Kits,Revell,1/24 Scale Car Model Kit,349,Diwali,"Winter, Spring"
P599,Fashion,Scarves,The North Face,"Reversible Scarf, Wool Blend",109,Ganesh Chaturthi,"Summer, Spring, Winter"
P600,Electronics,Chargers,Anker,"PowerPort 4, USB Charging Station, 40W",47455,"Raksha Bandhan, Christmas, Holi","Summer, Winter"
P601,Electronics,Smartphones,Samsung,"Galaxy S21, 6.2-inch, 128GB Storage, 8GB RAM",5195,"Diwali, Ganesh Chaturthi, Christmas","Summer, Monsoon"
P602,Books,Fiction,Penguin,"The Night Circus by Erin Morgenstern, Hardcover",1108,"Diwali, Onam, Ganesh Chaturthi","Autumn, Winter"
P603,Clothing,Jackets,Columbia,"Men's Bugaboo II Fleece Jacket, Waterproof, Black",540,"Raksha Bandhan, Pongal, Christmas","Spring, Autumn, Summer"
P604,Beauty,Fragrance,Yves Saint Laurent,"Black Opium Eau de Parfum, 3.0oz",782,"Holi, Christmas","Monsoon, Spring, Winter"
P605,Home & Kitchen,Blenders,Vitantonio,"3-in-1 Blender, 800W, Glass Jar",722,Diwali,"Autumn, Winter"
P606,Sports & Outdoors,Camping,Gossamer Gear,"Kumo Backpack, 36L, Lightweight",681,"Pongal, Navratri","Spring, Winter"
P607,Groceries,Snacks,Planters,"Mixed Nuts, 16oz, Unsalted",542,Christmas,"Spring, Winter, Autumn"
P608,Toys & Games,Board Games,Mattel,"Uno Card Game, 2-10 Players",814,"Navratri, Ganesh Chaturthi","Autumn, Winter, Monsoon"
P609,Fashion,Shoes,Nike,"Air Force 1 Low, White, Men’s Size 10",184,Navratri,"Monsoon, Winter"
P610,Electronics,Headphones,Skullcandy,"Crusher Wireless, Bluetooth, 40-Hour Battery",11858,Raksha Bandhan,"Summer, Winter, Monsoon"
P611,Books,Non-Fiction,Random House,"Sapiens: A Brief History of Humankind, Hardcover",1069,Diwali,"Winter, Spring, Autumn"
P612,Clothing,Swimwear,Speedo,"Women's One-Piece Swimsuit, Chlorine Resistant",376,"Diwali, Holi","Spring, Monsoon"
P613,Beauty,Skincare,CeraVe,"Moisturizing Cream, 16oz",623,"Diwali, Pongal, Holi","Monsoon, Summer, Spring"
P614,Home & Kitchen,Microwaves,Panasonic,"Inverter Microwave, 1.2cu ft, 1200W",526,"Baisakhi, Holi, Diwali","Spring, Monsoon, Winter"
P615,Sports & Outdoors,Running,Adidas,"Adizero Adios Pro, Men’s Size 9",578,"Christmas, Raksha Bandhan","Autumn, Monsoon, Spring"
P616,Groceries,Coffee,Peet's,"Medium Roast Coffee, 12oz",483,Navratri,"Summer, Winter, Monsoon"
P617,Toys & Games,Building Sets,LEGO,"Creator 3-in-1, Pirate Ship, 564 Pieces",771,Ganesh Chaturthi,"Spring, Monsoon"
P618,Fashion,Sunglasses,Oakley,"Radar EV Path, PRIZM Lens, Black Frame",398,"Raksha Bandhan, Holi","Summer, Spring"
P619,Electronics,Tablets,Samsung,"Galaxy Tab S6, 10.5-inch, 128GB Storage",35440,"Baisakhi, Raksha Bandhan, Diwali","Winter, Monsoon"
P620,Home & Kitchen,Vacuum Cleaners,Shark,"Navigator Lift-Away, Upright, HEPA Filter",344,"Raksha Bandhan, Diwali, Eid","Spring, Monsoon"
P621,Automotive,Tires,Goodyear,"Eagle F1 Asymmetric 3, 245/45R18, All-Season",326,Navratri,"Autumn, Summer, Spring"
P622,Electronics,Smartwatches,Fossil,"Hybrid HR, 45mm, Fitness Tracker",6912,"Pongal, Raksha Bandhan, Eid","Winter, Monsoon, Summer"
P623,Clothing,Jumpsuits,H&M,"Women’s Denim Jumpsuit, Size S-XL",273,"Holi, Eid, Baisakhi","Summer, Winter"
P624,Beauty,Hair Care,OGX,"Coconut Milk Shampoo, 13oz",208,"Diwali, Pongal, Ganesh Chaturthi","Spring, Summer"
P625,Home & Kitchen,Cookware,All-Clad,"D5 Brushed Stainless Steel Cookware Set, 10-Piece",582,Eid,"Winter, Summer"
P626,Sports & Outdoors,Yoga,Liforme,"Liforme Yoga Mat, Eco-Friendly, 5mm",786,"Raksha Bandhan, Navratri, Pongal","Monsoon, Winter, Summer"
P627,Groceries,Tea,Twinings,"Earl Grey Tea, 20 Count",267,Onam,"Monsoon, Summer, Spring"
P628,Toys & Games,Action Figures,Funko,"Marvel Avengers, Iron Man Pop! Vinyl Figure",295,"Eid, Holi","Autumn, Spring, Summer"
P629,Fashion,Handbags,Kate Spade,"Dorie Crossbody Bag, Pebbled Leather",536,"Ganesh Chaturthi, Onam","Monsoon, Autumn, Spring"
P630,Electronics,Printers,HP,"LaserJet Pro, MFP, Wireless, Black & White",36505,Holi,"Monsoon, Summer, Winter"
P631,Electronics,Drones,Autel,"EVO Lite+, 4K Camera, 40-Min Flight",48854,"Ganesh Chaturthi, Raksha Bandhan, Diwali","Monsoon, Summer"
P632,Books,Science Fiction,Orbit,"The Three-Body Problem, Paperback",834,"Raksha Bandhan, Onam","Spring, Autumn, Monsoon"
P633,Clothing,Outerwear,North Face,"Women's Apex Flex GTX Jacket, Waterproof",355,Diwali,"Autumn, Monsoon"
P634,Beauty,Makeup,NARS,"Blush, Orgasm, 4.8g",190,"Holi, Baisakhi, Diwali","Monsoon, Winter, Summer"
P635,Home & Kitchen,Blenders,Nutribullet,"Pro 900 Series, 9-Piece, 900W",275,"Pongal, Navratri","Summer, Spring"
P636,Sports & Outdoors,Camping,Therm-a-Rest,"NeoAir XTherm, Sleeping Pad, Ultralight",305,Holi,"Summer, Spring, Autumn"
P637,Groceries,Chocolate,Ghirardelli,"Intense Dark Chocolate, 60% Cacao, 3.5oz",261,"Pongal, Eid, Navratri","Autumn, Spring"
P638,Toys & Games,STEM Toys,LEGO,"Technic Lamborghini Sián, 3,696 Pieces",113,"Eid, Ganesh Chaturthi, Diwali","Autumn, Spring, Monsoon"
P639,Fashion,Jewelry,Cartier,"Love Bracelet, 18k Yellow Gold",581,Eid,"Summer, Spring"
P640,Electronics,External Hard Drives,Western Digital,"My Passport, 1TB, Portable",14441,"Baisakhi, Holi, Raksha Bandhan","Winter, Monsoon, Summer"
P641,Electronics,Smart Home,Aeotec,Z-Wave Plus Smart Dimmer Switch,48740,"Holi, Christmas","Summer, Winter, Monsoon"
P642,Books,Biography,Random House,"Steve Jobs by Walter Isaacson, Hardcover",875,Diwali,"Winter, Monsoon, Spring"
P643,Clothing,Footwear,Timberland,"Men's Waterproof Boots, 6-Inch, Size 11",728,"Baisakhi, Navratri, Holi","Monsoon, Autumn"
P644,Beauty,Face Masks,SkinCeuticals,"Phyto Corrective Mask, 2oz",214,"Diwali, Navratri, Eid","Summer, Monsoon"
P645,Home & Kitchen,Food Storage,Glasslock,"17-Piece Set, BPA-Free, Oven Safe",882,"Christmas, Eid, Holi","Monsoon, Summer, Autumn"
P646,Sports & Outdoors,Climbing,Black Diamond,"Camalot C4, Size #3, Rock Climbing",542,"Ganesh Chaturthi, Raksha Bandhan, Diwali","Summer, Winter, Spring"
P647,Groceries,Peanut Butter,Skippy,"Super Chunk Peanut Butter, 40oz",885,"Diwali, Raksha Bandhan, Christmas","Monsoon, Winter"
P648,Toys & Games,Model Kits,Tamiya,"1/24 Scale Classic Porsche 911, Model Kit",617,Navratri,"Monsoon, Winter"
P649,Fashion,Backpacks,JanSport,"SuperBreak Backpack, 25L, Black",522,"Christmas, Navratri","Summer, Autumn"
P650,Electronics,Chargers,Belkin,"BoostCharge Wireless Charger, 10W",22583,"Pongal, Holi","Monsoon, Summer, Winter"
P651,Electronics,Keyboards,Microsoft,"Surface Pro 7 Keyboard, Type Cover",10034,Diwali,"Monsoon, Winter"
P652,Books,Fantasy,Del Rey,"The Hobbit by J.R.R. Tolkien, Paperback",172,"Holi, Diwali, Navratri","Monsoon, Autumn, Spring"
P653,Clothing,Shorts,Levi's,"Men's 511 Slim Fit Denim Shorts, Size 34",947,"Onam, Diwali","Autumn, Winter"
P654,Beauty,Nail Care,Opi,"Nail Lacquer, Big Apple Red, 15ml",530,"Diwali, Navratri","Spring, Summer, Autumn"
P655,Home & Kitchen,Toasters,Breville,"Smart Toaster, 4-Slice, Digital",840,"Onam, Holi","Monsoon, Spring"
P656,Sports & Outdoors,Water Sports,Ronix,"Wakeboard, Parks Mod, 141cm",461,"Navratri, Diwali, Baisakhi","Autumn, Summer"
P657,Groceries,Sauces,Heinz,"Ketchup, 32oz",167,Baisakhi,"Autumn, Spring, Winter"
P658,Toys & Games,Video Games,Nintendo,"Super Mario Odyssey, Nintendo Switch",667,"Diwali, Baisakhi","Spring, Winter"
P659,Fashion,Outerwear,Patagonia,"Men's Nano Puff Jacket, Insulated",148,Ganesh Chaturthi,"Monsoon, Winter, Spring"
P660,Electronics,Speakers,Bose,"SoundLink Revolve+, Portable Bluetooth Speaker",8311,"Pongal, Navratri","Summer, Monsoon"
P661,Electronics,Monitors,ASUS,"TUF Gaming 27-inch, 144Hz, IPS",28579,Navratri,"Winter, Monsoon, Summer"
P662,Books,Self-Help,Hay House,"You Are a Badass, Paperback",525,"Navratri, Raksha Bandhan, Diwali","Monsoon, Spring, Autumn"
P663,Clothing,Activewear,Reebok,"Men's Training Shorts, 10-inch Inseam, Size M",995,"Diwali, Holi, Raksha Bandhan","Spring, Winter, Monsoon"
P664,Beauty,Hair Care,Living Proof,"Restore Shampoo, 8oz",207,"Holi, Raksha Bandhan, Baisakhi","Winter, Monsoon"
P665,Home & Kitchen,Mattresses,Sleep Number,"360 Smart Bed, Queen Size",788,Diwali,"Spring, Autumn"
P666,Sports & Outdoors,Hiking,Merrell,"Moab 2 Waterproof Hiking Shoes, Men's Size 9",646,"Raksha Bandhan, Eid, Pongal","Monsoon, Summer"
P667,Groceries,Juices,Minute Maid,"Premium Orange Juice, 59oz",812,"Diwali, Raksha Bandhan, Christmas","Autumn, Spring"
P668,Toys & Games,Playsets,Fisher-Price,"Little People City Skyway, 2 Cars",303,"Onam, Raksha Bandhan","Monsoon, Spring, Summer"
P669,Fashion,Watches,Fossil,"Gen 5 Hybrid HR, Smartwatch, Leather Band",570,Navratri,"Monsoon, Summer, Autumn"
P670,Electronics,Tablets,Microsoft,"Surface Go 2, 10.5-inch, 64GB Storage",23075,Ganesh Chaturthi,"Winter, Summer, Monsoon"
P671,Home & Kitchen,Air Fryers,Instant Pot,"Vortex Plus, 6-Quart, 7-in-1",498,"Pongal, Ganesh Chaturthi","Monsoon, Autumn, Summer"
P672,Sports & Outdoors,Fitness,ProForm,"Treadmill, Smart HD Display, 12% Incline",874,"Diwali, Onam, Raksha Bandhan","Spring, Summer"
P673,Groceries,Pickles,Claussen,"Kosher Dill Pickles, 32oz",991,"Raksha Bandhan, Holi","Spring, Autumn"
P674,Toys & Games,Plush Toys,Build-A-Bear,"Holiday Bear, 18-inch",375,"Raksha Bandhan, Eid, Diwali","Autumn, Spring, Monsoon"
P675,Fashion,Scarves,Michael Kors,"Floral Silk Scarf, 70x70cm",659,Raksha Bandhan,"Spring, Winter, Summer"
P676,Electronics,Smart Lighting,Philips Hue,White and Color Ambiance Starter Kit,30872,"Baisakhi, Diwali, Navratri","Monsoon, Summer"
P677,Electronics,Smart Home,Tp-Link,"Kasa Smart Plug, 2-Pack",37264,"Pongal, Christmas","Monsoon, Winter, Summer"
P678,Books,Romance,HarperCollins,"Pride and Prejudice by Jane Austen, Hardcover",1427,"Ganesh Chaturthi, Raksha Bandhan, Pongal","Monsoon, Spring, Autumn"
P679,Clothing,Socks,Stance,"Performance Socks, Size M",287,"Eid, Holi","Monsoon, Summer"
P680,Beauty,Skincare,Laneige,"Water Sleeping Mask, 2.3oz",290,"Raksha Bandhan, Christmas, Ganesh Chaturthi","Summer, Monsoon"
P681,Home & Kitchen,Cookware,Staub,"Enameled Cast Iron Cocotte, 5.5qt",694,Eid,"Winter, Spring, Summer"
P682,Sports & Outdoors,Running,Saucony,"Men's Kinvara 12, Cushioned, Size 10",241,Christmas,"Spring, Summer"
P683,Groceries,Spices,McCormick,"Ground Cinnamon, 3.5oz",256,Diwali,"Spring, Summer"
P684,Toys & Games,Building Sets,Knex,"100 Model Set, 705 Pieces",168,"Navratri, Diwali, Holi","Summer, Spring"
P685,Fashion,Handbags,Coach,"Signature Canvas Satchel, Brown",102,"Eid, Raksha Bandhan","Spring, Autumn, Winter"
P686,Electronics,Smartphones,Google,"Pixel 5, 128GB Storage, 5G Compatible",23075,Eid,"Monsoon, Winter"
P687,Electronics,VR Headsets,HTC,"Vive Pro 2, Virtual Reality, 5K Resolution",30097,"Eid, Holi","Monsoon, Summer"
P688,Books,Children’s,Scholastic,"The Very Hungry Caterpillar, Board Book",508,Eid,"Spring, Autumn, Winter"
P689,Clothing,Base Layers,Under Armour,"Men's HeatGear Compression Shirt, Size L",308,Holi,"Summer, Monsoon"
P690,Beauty,Eye Care,Urban Decay,"Naked3 Eyeshadow Palette, 12 Shades",736,Diwali,"Summer, Monsoon, Spring"
P691,Home & Kitchen,Dehumidifiers,Honeywell,"HCM-350, 70-Pint, Energy Star",733,Ganesh Chaturthi,"Monsoon, Spring, Summer"
P692,Sports & Outdoors,Water Bottles,Nalgene,"Wide Mouth Water Bottle, 32oz",509,"Raksha Bandhan, Ganesh Chaturthi","Summer, Winter"
P693,Groceries,Condiments,Heinz,"Mayonnaise, 30oz",719,"Navratri, Eid","Spring, Winter, Monsoon"
P694,Toys & Games,Remote Control,Traxxas,"TRX-4, Remote Control Truck, Scale 1:10",932,"Pongal, Navratri, Diwali","Spring, Monsoon, Autumn"
P695,Fashion,Belts,Ralph Lauren,"Leather Belt, 34-inch, Brown",809,"Holi, Eid","Winter, Spring"
P696,Electronics,Smart Speakers,Amazon,"Echo Dot (4th Gen), Alexa, Charcoal",31628,"Eid, Ganesh Chaturthi, Navratri","Winter, Summer, Monsoon"
P697,Electronics,Tablets,Lenovo,"Tab P11, 11-inch, 128GB Storage",33398,"Ganesh Chaturthi, Christmas","Summer, Monsoon"
P698,Books,Graphic Novels,Marvel,"Spider-Man: The Complete Collection, Paperback",1407,"Christmas, Raksha Bandhan","Autumn, Spring, Winter"
P699,Clothing,Sweaters,Uniqlo,"Men’s Extra Fine Merino Wool Sweater, Size M",483,Baisakhi,"Monsoon, Winter"
P700,Beauty,Lip Care,Burt's Bees,"Beeswax Lip Balm, 4-Pack",590,"Diwali, Raksha Bandhan, Onam","Autumn, Spring, Winter"
P701,Home & Kitchen,Coffee Makers,Cuisinart,"DCC-3200, 14-Cup Programmable Coffeemaker",683,Holi,"Summer, Winter, Autumn"
P702,Sports & Outdoors,Golf,Titleist,"Pro V1 Golf Balls, 12-Pack",918,"Onam, Diwali","Spring, Winter"
P703,Groceries,Cheese,Sargento,"Mozzarella Sticks, 12oz",844,"Onam, Eid","Summer, Autumn"
P704,Toys & Games,Action Figures,Mattel,"Barbie Doll, Dreamhouse",164,Diwali,"Autumn, Monsoon"
P705,Fashion,Hats,Columbia,"Men’s PFG Mesh Hat, One Size",249,"Navratri, Holi, Eid","Autumn, Winter, Summer"
P706,Electronics,Smart Home,Amazon,"Ring Video Doorbell 3, HD Video",16073,"Christmas, Navratri","Summer, Monsoon, Winter"
P707,Books,Classics,Penguin,"The Great Gatsby, Paperback",1149,"Holi, Ganesh Chaturthi","Autumn, Monsoon, Winter"
P708,Clothing,Jeans,Levi's,"Men's 501 Original Fit Jeans, Size 34",612,Raksha Bandhan,"Autumn, Spring, Monsoon"
P709,Beauty,Shampoo,Shu Uemura,"Art of Hair, Silk Bloom Shampoo, 300ml",360,"Holi, Eid","Summer, Spring, Winter"
P710,Home & Kitchen,Blenders,Kitchenaid,"K400 Blender, 1.5L, Ice Crush",212,"Diwali, Raksha Bandhan","Autumn, Winter"
P711,Sports & Outdoors,Camping,Osprey,"Fairview 40, Women's Backpacking Pack",720,"Diwali, Navratri","Summer, Spring"
P712,Groceries,Bread,Arnold,"Whole Grains Bread, 24oz",730,"Raksha Bandhan, Diwali, Ganesh Chaturthi","Spring, Winter, Autumn"
P713,Toys & Games,Building Sets,Magformers,"Magnetic Building Blocks Set, 62 Pieces",948,"Holi, Baisakhi","Summer, Winter"
P714,Fashion,Footwear,Dr. Martens,"Men's 1460, Leather Boots, Size 10",550,"Navratri, Christmas","Summer, Autumn, Spring"
P715,Electronics,Smartphones,OnePlus,"OnePlus 9 Pro, 256GB Storage, 5G",25196,"Ganesh Chaturthi, Diwali","Monsoon, Summer, Winter"
P716,Electronics,Power Banks,Anker,"PowerCore 10000, Portable Charger",4942,Ganesh Chaturthi,"Winter, Summer, Monsoon"
P717,Books,History,National Geographic,The History of the World in 100 Objects,156,"Baisakhi, Ganesh Chaturthi","Monsoon, Spring, Autumn"
P718,Clothing,Outerwear,Nike,"Men’s Storm-FIT Jacket, Waterproof",489,"Christmas, Pongal, Holi","Summer, Monsoon"
P719,Beauty,Face Care,Kiehl's,"Ultra Facial Cream, 1.7oz",390,"Holi, Ganesh Chaturthi","Monsoon, Spring"
P720,Home & Kitchen,Pressure Cookers,Instant Pot,"DUO60 6-Quart, 7-in-1 Multi-Use",325,"Eid, Christmas","Autumn, Winter, Spring"
P721,Sports & Outdoors,Outdoor Clothing,Columbia,"Men's PFG Bahama II Shirt, Size M",182,"Onam, Eid, Holi","Spring, Autumn"
P722,Groceries,Spices,Penzeys,"Cinnamon, 4oz",966,"Christmas, Holi","Monsoon, Autumn"
P723,Toys & Games,RC Cars,Traxxas,"Rustler VXL, 1/10 Scale",852,Christmas,"Spring, Summer, Winter"
P724,Fashion,Socks,Happy Socks,"Patterned Socks, Size M",618,"Eid, Raksha Bandhan, Diwali","Summer, Winter, Monsoon"
P725,Electronics,Laptops,HP,"Spectre x360, 13.3-inch, Intel i7, 16GB RAM",47589,"Ganesh Chaturthi, Navratri","Monsoon, Summer"
P726,Books,Self-Help,The School of Life,"How to Think More Effectively, Paperback",1499,Ganesh Chaturthi,"Winter, Autumn, Monsoon"
P727,Clothing,Jackets,Patagonia,"Men’s Tres 3-in-1 Parka, Waterproof",705,"Diwali, Raksha Bandhan","Autumn, Spring, Summer"
P728,Beauty,Hair Tools,Dyson,"Supersonic Hair Dryer, Iron/Fuchsia",343,"Pongal, Holi, Diwali","Monsoon, Autumn, Winter"
P729,Home & Kitchen,Dehumidifiers,Frigidaire,"Energy Star, 50 Pint Capacity",136,Diwali,"Autumn, Summer"
P730,Sports & Outdoors,Camping,Big Agnes,"Copper Spur HV UL2 Tent, 2-Person",781,"Ganesh Chaturthi, Navratri, Diwali","Monsoon, Winter, Summer"
P731,Groceries,Nuts,Diamond,"Almonds, 12oz",523,"Eid, Ganesh Chaturthi","Spring, Winter, Autumn"
P732,Toys & Games,Action Figures,Mattel,"Hot Wheels, 5-Pack",686,"Navratri, Baisakhi","Autumn, Summer"
P733,Fashion,Scarves,Louis Vuitton,Monogram Silk Scarf,924,Diwali,"Monsoon, Spring"
P734,Electronics,Headphones,Sony,"WH-1000XM4, Wireless Noise Cancelling",9893,Raksha Bandhan,"Monsoon, Summer, Winter"
P735,Electronics,Smart Lighting,LIFX,"Color Smart Bulb, Wi-Fi",29681,"Eid, Raksha Bandhan","Winter, Monsoon, Summer"
P736,Books,Poetry,Penguin,"Milk and Honey by Rupi Kaur, Hardcover",989,"Raksha Bandhan, Baisakhi, Diwali","Monsoon, Winter, Autumn"
P737,Clothing,Shorts,Old Navy,"Men’s Essential Shorts, Size 34",543,"Diwali, Raksha Bandhan","Autumn, Monsoon, Summer"
P738,Beauty,Perfume,Dior,"J'adore Eau de Parfum, 1.7oz",182,"Ganesh Chaturthi, Holi","Summer, Monsoon, Winter"
P739,Home & Kitchen,Food Storage, Rubbermaid,"Easy Find Lid Storage Set, 44-Piece",413,"Diwali, Onam","Monsoon, Spring"
P740,Sports & Outdoors,Yoga,Prana,"Women’s Stretchy Yoga Pants, Size S-L",400,"Diwali, Holi, Ganesh Chaturthi","Winter, Summer, Autumn"
P741,Groceries,Cheese,Sargento,"Cheddar, 8oz",703,"Diwali, Navratri, Pongal","Winter, Summer, Monsoon"
P742,Toys & Games,Board Games,Hasbro,"Risk, Classic Edition",872,"Holi, Navratri","Summer, Winter, Spring"
P743,Fashion,Jackets,The North Face,"Men’s Apex Bionic Jacket, Windproof",397,Pongal,"Winter, Autumn, Monsoon"
P744,Electronics,Speakers,Bose,"Home Speaker 500, Alexa Built-in",34990,"Raksha Bandhan, Navratri, Holi","Winter, Monsoon, Summer"
P745,Electronics,Monitors,Samsung,"Curved Monitor, 24-inch, 1080p",15123,"Holi, Raksha Bandhan","Summer, Monsoon"
P746,Books,Romance,HarperCollins,"Me Before You by Jojo Moyes, Paperback",1423,"Baisakhi, Raksha Bandhan","Spring, Monsoon, Winter"
P747,Clothing,Winter Gloves,North Face,"Etip Gloves, Touchscreen Compatible",832,"Ganesh Chaturthi, Raksha Bandhan","Winter, Autumn"
P748,Beauty,Makeup,Too Faced,Better Than Sex Mascara,595,Navratri,"Summer, Winter"
P749,Home & Kitchen,Coffee Makers,De'Longhi,Magnifica Espresso Machine,509,"Diwali, Ganesh Chaturthi, Baisakhi","Autumn, Monsoon, Spring"
P750,Sports & Outdoors,Cycling,Trek,"Madone SLR 7, Road Bike",383,"Diwali, Raksha Bandhan","Summer, Monsoon"
P751,Groceries,Soups,Campbell's,"Chicken Noodle Soup, 15.4oz",391,"Holi, Navratri, Diwali","Summer, Autumn, Winter"
P752,Toys & Games,Stuffed Animals,Ty,"Beanie Boos, 6-inch",973,"Navratri, Christmas","Winter, Autumn"
P753,Fashion,Handbags,Fossil,"Rachel Satchel, Leather, Brown",464,"Holi, Raksha Bandhan","Autumn, Summer, Monsoon"
P754,Electronics,Smartphones,Sony,"Xperia 1 II, 5G, 256GB",26215,"Christmas, Onam, Holi","Monsoon, Winter, Summer"
P755,Electronics,Tablets,Amazon,"Fire HD 10, 32GB",49418,Eid,"Monsoon, Winter, Summer"
P756,Books,Fantasy,HarperCollins,"A Court of Thorns and Roses by Sarah J. Maas, Paperback",1021,Diwali,"Autumn, Monsoon, Spring"
P757,Clothing,Jackets,Uniqlo,"Men's BlockTech Parka, Waterproof",588,"Baisakhi, Onam, Navratri","Winter, Summer, Monsoon"
P758,Beauty,Skincare,Drunk Elephant,"Protini Polypeptide Cream, 1.69oz",472,"Christmas, Navratri, Ganesh Chaturthi","Autumn, Monsoon"
P759,Home & Kitchen,Cookware,Le Creuset,"Dutch Oven, 5.5qt",269,"Diwali, Christmas","Winter, Autumn"
P760,Sports & Outdoors,Swimming,Zoggs,"Predator Flex Goggles, Anti-Fog",426,"Diwali, Christmas","Spring, Winter, Monsoon"
P761,Groceries,Sauces,Barilla,"Pasta Sauce, Marinara, 24oz",781,"Christmas, Raksha Bandhan, Diwali","Spring, Autumn, Monsoon"
P762,Toys & Games,Puzzles, Ravensburger,"3D Puzzle Eiffel Tower, 216 Pieces",663,"Holi, Eid, Diwali","Autumn, Winter"
P763,Fashion,Scarves,Chanel,"Silk Scarf, 90cm",784,"Onam, Ganesh Chaturthi, Holi","Winter, Monsoon"
P764,Electronics,External Hard Drives,Seagate,"Expansion Desktop, 8TB",10974,Eid,"Monsoon, Summer"
P765,Electronics,Smart Speakers,Sonos,"Beam Soundbar, Smart Audio",27912,Eid,"Summer, Winter, Monsoon"
P766,Books,Crime Fiction,Bantam,"The Girl with the Dragon Tattoo, Paperback",1399,Ganesh Chaturthi,"Winter, Spring, Autumn"
P767,Clothing,Activewear,Adidas,"Men’s Training Pants, Size M",494,"Navratri, Onam, Baisakhi","Autumn, Summer, Spring"
P768,Beauty,Makeup,E.l.f.,Poreless Putty Primer,728,"Pongal, Holi, Onam","Monsoon, Spring"
P769,Home & Kitchen,Air Purifiers,Honeywell,True HEPA Allergen Remover,209,"Diwali, Christmas","Monsoon, Summer, Winter"
P770,Sports & Outdoors,Running,New Balance,"Men's Fresh Foam 1080v11, Size 10",976,Eid,"Summer, Monsoon"
P771,Groceries,Energy Drinks,Red Bull,"Energy Drink, 8.4oz",648,Pongal,"Monsoon, Winter"
P772,Toys & Games,Building Sets,Magna-Tiles,32-Piece Set,315,Pongal,"Winter, Autumn, Spring"
P773,Fashion,Jumpsuits,ASOS,"Women’s Wrap Jumpsuit, Size S-L",243,Christmas,"Autumn, Summer, Winter"
P774,Electronics,Smart Home,August,"Smart Lock, Wi-Fi",27991,"Christmas, Holi, Diwali","Monsoon, Summer, Winter"
P775,Electronics,Projectors,Epson,"Home Cinema 3800, 4K Enhanced",28060,"Eid, Diwali","Summer, Monsoon, Winter"
P776,Books,Health & Wellness,Wellfleet Press,The Power of Habit by Charles Duhigg,230,"Raksha Bandhan, Holi","Monsoon, Spring"
